sex,bs,n_breed,divorce,age,breed_exp,boldness,mate_boldness,year,last_bs
F,1,4,0,27,6,2.205531,NA,2008,1
F,1,2,0,29,7,2.205531,0.347735,2010,1
F,0.411764706,17,0,35,17,1.109796,0.7981536,2011,0
F,1,9,0,26,9,1.668077,3.668077,2009,1
F,0.714285714,7,0,20,7,NA,4.519807,2004,0
M,1,2,0,16,3,0.8263576,NA,2003,1
M,0.8,5,0,23,7,0.8263576,0.1169208,2010,1
F,0.666666667,6,1,19,7,NA,1.190668,2003,1
F,0.5,2,0,20,8,NA,NA,2004,1
M,0.666666667,6,1,21,7,1.34938,NA,2000,1
M,0.714285714,7,1,31,14,1.34938,NA,2010,1
F,0.666666667,3,0,19,4,NA,NA,2001,0
F,1,2,1,28,6,NA,1.684725,2010,1
M,1,3,0,18,4,0.7035849,NA,1998,1
M,1,1,0,21,5,0.7035849,NA,2001,1
M,0.8,5,0,31,9,0.7035849,0.6247418,2011,1
M,1,3,1,25,4,0.347735,NA,2003,1
M,1,2,1,31,6,0.347735,NA,2009,1
NA,1,2,0,16,2,NA,NA,2003,1
M,0.5,2,0,23,3,NA,NA,2001,0
M,0.8,5,0,30,7,NA,3.298154,2008,1
F,1,2,1,17,3,1.003159,NA,2003,1
F,1,4,0,25,6,1.003159,3.684725,2011,1
F,0.8,5,0,21,6,NA,NA,2001,1
F,1,1,0,23,7,NA,NA,2003,1
F,0.75,4,0,27,10,NA,0.7173256,2007,1
M,0,1,0,9,2,NA,NA,2011,0
F,0.5,2,0,9,2,3.298154,0.8901073,2011,0
M,0.888888889,9,0,27,9,1.948773,0.01440164,2010,1
M,0.888888889,9,0,27,9,0.1537788,NA,2010,1
M,0.75,12,0,32,12,0.4475839,2.649773,2010,1
M,1,3,1,19,4,1.015978,NA,2000,1
M,1,2,1,26,6,1.015978,1.602934,2007,1
M,0.333333333,3,0,29,8,1.015978,1.690107,2010,1
M,0.7,10,0,30,11,1.593148,NA,2010,1
M,0.5,4,0,20,5,1.232309,NA,2004,1
M,1,1,1,24,6,1.232309,1.519807,2008,1
M,0.333333333,3,0,27,8,1.232309,0.1910796,2011,0
F,0.666666667,9,1,21,10,2.786679,0.1097958,2011,1
F,0.75,4,1,15,5,NA,1.681068,2002,1
F,1,2,1,19,7,NA,2.948773,2006,1
F,1,1,1,21,8,NA,0.9487732,2008,1
F,0.7,10,1,29,11,2.519807,0.5198069,2009,0
F,1,2,0,31,12,2.519807,1.500362,2011,1
F,1,2,0,15,3,2.513279,NA,2002,1
F,1,4,0,23,7,2.513279,NA,2010,1
M,0,1,1,15,2,NA,3.087948,1999,0
M,1,1,1,23,3,NA,NA,2007,1
F,1,1,0,15,2,NA,NA,2002,1
F,1,5,0,23,6,NA,0.09314808,2010,1
F,1,4,0,18,5,NA,NA,1994,1
F,0.5,2,0,24,7,NA,NA,2000,1
F,1,6,0,34,12,NA,NA,2010,1
F,1,2,1,13,3,NA,1.348163,2002,1
F,1,2,0,18,5,NA,NA,2007,1
F,1,2,0,20,6,NA,3.648117,2009,1
M,0.636363636,11,1,30,12,0.5198069,2.519807,2009,0
M,1,2,0,32,13,0.5198069,3.519807,2011,1
F,0.888888889,9,0,30,9,2.948773,0.9487732,2010,1
F,0.222222222,9,0,21,9,NA,NA,2008,0
F,1,1,0,12,2,NA,NA,2001,1
F,1,3,0,15,4,NA,2.529282,2004,1
F,0.666666667,3,0,14,3,NA,NA,2004,1
M,0.8,5,1,25,6,NA,3.585618,2004,1
M,0.714285714,7,0,29,7,0.01440164,NA,2011,0
F,0,1,0,11,2,3.014402,NA,1991,0
F,0.818181818,11,0,30,12,3.014402,1.159691,2010,1
M,1,6,0,30,6,NA,NA,2010,1
M,1,5,0,18,5,NA,0.9662814,2004,1
M,0.75,4,0,24,5,NA,NA,1995,1
M,1,1,1,33,6,NA,NA,2004,1
M,1,3,0,37,8,NA,NA,2008,1
M,0.818181818,11,0,31,11,1.159691,3.014402,2010,1
M,0.5,2,0,22,3,3.648117,NA,2005,1
M,0.666666667,3,0,26,5,3.648117,NA,2009,1
M,0.833333333,6,0,22,7,NA,NA,2004,1
F,0.9,10,0,37,10,NA,0.5198069,2011,1
F,1,2,1,17,3,0.9135356,NA,1996,1
F,0.714285714,7,0,32,9,0.9135356,0.6533622,2011,0
F,0.833333333,6,0,25,6,2.826358,3.798154,2010,1
M,0.833333333,6,0,22,7,3.798154,NA,2008,1
M,0.5,2,0,24,8,3.798154,2.743167,2010,1
M,0.75,4,0,17,5,NA,NA,1994,0
M,0.5,4,1,24,9,NA,NA,2001,1
M,0.666666667,3,0,31,12,NA,NA,2008,1
M,0,3,0,34,14,NA,NA,2011,0
M,1,2,0,15,3,NA,NA,1991,1
M,1,5,1,26,8,NA,3.109796,2002,1
M,0.5,2,0,28,9,NA,NA,2004,0
M,1,1,0,14,2,3.212249,NA,1994,1
M,1,1,0,17,3,3.212249,NA,1997,1
M,1,1,1,21,4,3.212249,NA,2001,1
M,0.666666667,3,0,31,6,3.212249,NA,2011,1
F,0,1,0,13,2,NA,NA,2002,0
F,1,3,0,17,4,NA,NA,2006,1
M,0.666666667,12,1,33,13,3.116921,0.8798374,2011,1
F,1,8,0,26,8,3.273853,1.644375,2011,1
F,0,1,0,14,2,-0.05122678,NA,1995,0
F,0.888888889,9,0,29,10,-0.05122678,0.7835875,2010,1
F,1,8,0,27,9,0.4515586,NA,2007,1
F,0.25,4,0,31,12,0.4515586,1.195612,2011,0
F,0.75,8,0,23,9,1.890107,2.394666,2011,0
M,0.75,4,1,25,5,3.585618,NA,2006,1
M,1,3,0,30,7,3.585618,3.585618,2011,1
F,0.777777778,9,0,26,9,3.093148,1.267981,2010,1
F,0.6,5,0,15,5,NA,NA,2004,1
F,0.333333333,3,1,14,4,2.193842,NA,1997,1
F,0,1,1,19,5,2.193842,2.828596,2002,0
F,0,1,0,21,6,2.193842,NA,2004,0
F,1,3,1,27,9,2.193842,2.725945,2010,1
F,0,2,0,28,10,2.193842,1.425052,2011,0
M,0.75,12,0,34,12,NA,4.519807,2010,1
M,1,1,0,16,2,NA,NA,2000,1
M,1,4,0,22,5,NA,NA,2006,1
F,0.888888889,9,0,29,9,1.07148,0.6906681,2011,1
F,1,5,1,21,6,3.519807,NA,2008,1
F,1,2,0,24,7,3.519807,1.811469,2011,1
F,0.833333333,6,0,24,7,1.347735,NA,2010,0
M,1,3,1,19,4,0.7981536,1.602934,1999,1
M,0.714285714,7,0,30,10,0.7981536,0.9487732,2010,1
F,1,5,0,22,6,0.2131707,NA,2007,1
F,1,2,0,26,7,0.2131707,2.003159,2011,1
M,1,3,0,18,4,NA,NA,1999,1
M,1,1,0,21,5,NA,NA,2002,1
M,0.833333333,6,0,30,10,NA,3.151072,2011,1
M,0.5,4,0,17,4,NA,NA,2007,0
F,0.833333333,12,0,33,12,2.162355,2.212249,2010,1
F,0.75,4,0,18,5,0.4502542,NA,2004,1
F,1,4,0,24,8,0.4502542,0.2632786,2010,1
F,1,5,0,20,6,NA,NA,2004,1
F,0.5,2,1,24,8,NA,NA,2008,1
F,1,2,0,26,9,NA,1.212249,2010,1
F,0.5,4,0,18,5,1.136944,NA,2005,1
F,0.75,4,0,24,8,1.136944,2.4085,2011,0
M,0.75,4,0,18,4,NA,1.313584,2007,1
F,0.8,10,0,31,10,3.213171,NA,2011,1
M,1,1,0,11,2,0.8493804,NA,1998,1
M,0.666666667,9,0,24,10,0.8493804,0.5198069,2011,1
F,1,4,0,24,5,2.470046,NA,2006,1
F,1,3,0,28,7,2.470046,NA,2010,1
M,1,1,1,29,2,0.9956122,NA,2007,1
M,1,3,0,33,4,0.9956122,0.5198069,2011,1
F,0.666666667,9,0,22,9,3.649773,1.947857,2011,1
F,1,3,1,17,4,NA,NA,2004,1
F,0.818181818,11,0,22,11,3.157011,0.3946664,2010,1
F,1,9,0,26,9,0.4469271,1.090168,2011,1
F,0.8,5,0,15,5,NA,0.9713599,2004,1
F,0.875,8,1,24,9,NA,0.1097958,2004,1
F,0.875,8,0,28,9,1.822549,NA,2007,1
F,1,2,0,32,11,1.822549,NA,2011,1
M,0.555555556,9,0,29,9,0.1097958,2.290092,2010,1
M,1,2,0,21,3,1.448773,NA,2000,1
M,0.714285714,7,0,29,9,1.448773,0.9487732,2008,1
M,0.875,8,0,28,9,1.519807,NA,2004,1
M,0.666666667,3,0,34,11,1.519807,1.085618,2010,1
F,0.857142857,7,0,21,7,NA,0.5198069,2008,1
M,0.5,2,0,20,3,0.9487732,NA,1993,0
M,0.9,10,0,38,12,0.9487732,2.948773,2011,1
F,0.142857143,7,0,20,8,NA,NA,2009,1
M,1,5,0,25,5,NA,NA,2011,1
M,0.9,10,0,32,10,NA,NA,2008,1
F,1,6,0,23,6,NA,NA,2004,1
F,0.875,8,0,23,8,3.093148,0.4585335,2010,1
M,1,1,0,14,2,1.913536,NA,1990,1
M,1,3,0,21,5,1.913536,NA,1997,1
M,1,3,0,28,8,1.913536,NA,2004,1
M,1,1,0,31,9,1.913536,NA,2007,1
M,1,3,0,35,11,1.913536,1.053362,2011,1
M,0.75,8,0,26,8,2.394666,1.890107,2011,0
F,0.5,2,0,8,2,2.484405,3.221898,2011,1
M,1,5,0,22,6,NA,NA,2003,1
M,1,1,0,24,6,NA,NA,2005,1
F,0.5,4,0,16,5,NA,NA,2001,1
F,0.333333333,3,0,19,7,NA,NA,2004,0
M,0.75,4,1,21,5,1.347735,NA,2008,1
M,1,2,0,23,6,1.347735,1.448773,2010,1
M,0.75,12,0,31,12,3.093429,1.572549,2011,1
F,0.75,8,0,22,8,1.647859,0.1097958,2010,1
M,0.75,4,0,20,5,2.639392,NA,2005,1
M,0.5,2,0,23,7,2.639392,NA,2008,1
M,0,1,1,24,8,2.639392,1.684725,2009,0
M,1,1,0,25,8,2.639392,NA,2010,1
M,0.714285714,7,0,23,7,-0.001539025,3.159691,2010,1
F,0.714285714,7,0,21,7,NA,0.01440164,2005,0
F,0.714285714,7,0,19,7,NA,NA,2006,1
M,0.666666667,12,0,31,12,NA,2.195602,2009,1
F,0.5,2,0,13,3,NA,NA,2005,0
F,1,1,1,15,4,NA,NA,2007,1
F,1,1,1,17,5,NA,0.6481172,2009,1
F,1,2,0,17,3,1.653779,NA,2000,1
F,1,6,0,28,8,1.653779,NA,2011,1
M,0.769230769,13,0,32,13,0.1097958,3.093148,2010,1
M,0.875,8,0,27,9,2.738147,NA,2002,1
M,0.833333333,6,0,36,14,2.738147,1.301665,2011,1
F,1,4,1,18,5,2.395612,NA,2002,1
F,0.666666667,6,0,27,10,2.395612,1.339131,2011,1
F,1,7,0,23,7,NA,0.5198069,2005,1
F,0.5,2,0,12,3,1.648117,NA,2005,0
F,1,1,0,18,3,1.648117,NA,2011,1
F,1,5,0,22,5,0.5198069,0.9366901,2011,1
F,1,2,0,14,3,NA,NA,1998,1
F,1,2,0,18,5,NA,NA,2002,1
F,1,4,0,24,8,NA,0.4346612,2008,1
M,0,1,0,14,2,0.9487732,NA,2001,0
M,1,2,0,19,4,0.9487732,NA,2006,1
M,1,1,0,23,5,0.9487732,NA,2010,1
M,1,1,0,24,5,0.9487732,1.347735,2011,1
F,0.875,8,0,24,8,3.014402,2.347735,2010,1
M,0,1,0,18,2,0.6810683,NA,1999,0
M,1,6,0,29,7,0.6810683,1.826358,2010,1
F,1,2,0,23,2,2.798154,NA,2011,1
F,0.6,5,1,22,6,0.9487732,1.029859,1999,1
F,0.714285714,7,0,33,12,0.9487732,0.7981536,2010,1
F,0.727272727,11,0,28,11,0.2981536,0.1097958,2011,1
F,0.75,4,0,17,5,0.5198069,NA,2003,0
F,1,2,1,20,7,0.5198069,NA,2006,1
F,0.75,4,0,25,10,0.5198069,NA,2011,1
M,1,4,0,31,4,NA,2.395612,2011,1
M,0.545454545,11,0,27,11,1.085618,2.585618,2011,1
M,1,4,1,19,5,0.6926708,-0.05122678,2009,1
M,1,1,0,21,6,0.6926708,NA,2011,1
F,1,5,0,20,6,NA,NA,2003,1
F,1,2,0,22,7,NA,0.8798374,2005,1
M,0,1,1,13,2,0.1157814,1.892628,1998,0
M,0.75,4,1,20,6,0.1157814,NA,2005,0
M,1,1,0,24,6,0.1157814,1.519807,2009,1
M,1,1,0,15,2,3.668077,NA,1999,1
M,1,4,1,25,6,3.668077,0.8626149,2009,1
M,1,1,0,27,6,3.668077,3.5844,2011,1
M,0,1,1,12,2,1.892628,0.1157814,1998,0
M,1,2,0,18,4,1.892628,NA,2004,1
M,0.75,4,0,25,7,1.892628,1.477475,2011,1
F,1,2,0,17,3,0.9135356,NA,2002,1
F,1,1,0,23,4,0.9135356,NA,2008,1
F,0,2,0,26,5,0.9135356,3.085618,2011,0
F,1,5,0,22,6,2.743167,NA,2008,1
F,0.5,2,0,24,7,2.743167,3.798154,2010,1
F,1,4,0,20,5,1.377387,NA,2003,1
F,1,5,0,28,9,1.377387,1.090168,2011,1
F,0,1,1,12,2,3.087948,NA,2000,0
F,0.444444444,9,0,23,10,3.087948,1.442671,2011,1
M,0.5,2,0,18,3,NA,NA,1994,1
M,0.9,10,0,35,12,NA,0.5577315,2011,1
F,1,3,1,16,4,1.519807,0.5198069,2005,1
F,1,1,1,19,5,1.519807,0.5713599,2008,1
F,1,1,0,20,5,1.519807,0.5198069,2009,1
M,1,1,0,23,2,2.681068,NA,2005,1
M,0,5,0,29,6,2.681068,NA,2011,0
M,0.8,5,0,16,5,4.109796,3.109796,2010,1
F,1,1,0,11,2,2.800837,NA,2000,1
F,0.8,5,1,21,7,2.800837,1.102048,2010,1
F,0.5,2,0,22,8,2.800837,0.5673144,2011,1
F,0,2,0,21,3,0.2981536,NA,1997,0
F,0,4,0,30,7,0.2981536,NA,2006,0
F,0,5,0,35,11,0.2981536,0.2981536,2011,0
F,1,2,0,15,3,3.519807,NA,1995,1
F,0.8,10,0,31,12,3.519807,0.5673144,2011,0
M,0.8,10,0,36,11,NA,NA,2011,0
M,1,2,0,17,3,1.648117,NA,2003,1
M,0.666666667,6,0,25,8,1.648117,3.2277,2011,1
M,0.8,5,0,24,6,2.783587,NA,2007,0
M,1,3,0,28,8,2.783587,3.116921,2011,1
F,1,1,1,13,2,NA,NA,1994,1
F,0.888888889,9,0,30,10,NA,0.1537788,2011,1
F,1,4,0,30,4,NA,3.821046,2007,1
M,0.714285714,7,0,24,8,0.5560877,NA,2011,1
F,0.666666667,12,0,32,13,3.519807,NA,2009,1
F,1,2,0,34,14,3.519807,0.5198069,2011,1
M,1,5,0,28,5,NA,NA,2009,1
F,1,1,0,14,2,3.151072,NA,2002,1
F,0.833333333,6,0,23,7,3.151072,NA,2011,1
M,0.555555556,9,1,23,10,2.014402,2.948773,2008,1
M,0,1,1,26,11,2.014402,3.298154,2011,0
F,1,5,0,22,5,3.11361,2.934101,2010,1
F,1,1,0,14,2,3.026436,NA,2003,1
F,1,2,0,21,4,3.026436,NA,2010,1
M,1,6,0,23,6,2.470046,0.4267624,2011,1
F,1,1,0,12,2,NA,NA,1998,1
F,1,5,0,21,6,NA,NA,2007,1
M,1,2,0,15,3,0.4781361,NA,2005,1
M,0.75,4,0,20,6,0.4781361,2.07148,2010,1
F,0.875,8,0,22,8,1.18143,3.475433,2011,1
F,0,3,0,20,3,NA,3.684725,2007,0
F,1,3,0,19,4,3.280425,NA,2002,1
F,1,5,0,27,8,3.280425,-0.01974955,2010,1
F,0.888888889,9,0,26,9,1.220046,0.59574,2011,1
F,0.714285714,7,0,21,7,3.159691,-0.001539025,2010,1
M,0.666666667,3,0,20,4,NA,NA,2000,0
M,1,3,0,31,6,NA,NA,2011,1
M,1,1,0,15,2,0.7835875,NA,1995,1
M,0.888888889,9,0,30,10,0.7835875,-0.05122678,2010,1
F,1,4,1,21,5,-0.005355197,NA,2006,1
F,1,2,0,25,6,-0.005355197,0.01440164,2010,1
M,1,4,0,26,5,NA,NA,2008,1
M,0.875,8,0,25,9,1.168348,NA,2002,1
M,0.8,5,0,34,13,1.168348,2.768348,2011,1
M,1,2,0,22,3,4.519807,NA,2010,1
M,0.6,5,0,21,6,2.725945,NA,2001,1
M,1,1,0,24,7,2.725945,NA,2004,1
M,1,3,0,31,9,2.725945,2.193842,2011,1
F,1,3,0,17,4,0.1537788,NA,1999,1
F,1,3,1,22,7,0.1537788,NA,2004,1
F,0.8,5,0,29,11,0.1537788,NA,2011,1
M,1,8,0,28,8,0.944433,0.8123414,2010,1
F,0.875,8,0,25,8,NA,0.5198069,2010,1
F,1,6,0,21,6,3.109796,NA,2010,1
F,1,1,0,20,2,2.948773,0.5198069,2010,1
F,1,4,0,21,5,0.09314808,NA,2006,1
F,1,3,0,25,7,0.09314808,1.484405,2010,1
M,1,6,0,25,6,NA,3.109796,2010,1
F,0.75,8,0,21,8,3.014402,0.9487732,2010,1
M,1,4,1,28,5,0.7362378,1.085618,2009,1
M,1,1,0,30,5,0.7362378,1.144909,2011,1
F,0.875,8,0,23,9,2.090168,0.8364031,2011,1
M,0,1,0,17,2,1.175052,NA,2011,0
F,0.75,4,1,32,5,1.116921,0.8806126,2006,0
F,0.666666667,3,0,37,7,1.116921,0.5875862,2011,0
M,1,6,0,23,6,1.519807,2.798154,2011,1
M,0.5,2,0,17,3,2.527175,NA,2005,1
M,1,1,1,20,4,2.527175,1.821046,2008,1
M,1,2,0,22,5,2.527175,2.661311,2010,1
M,0.666666667,6,1,21,7,1.190668,NA,2004,1
M,1,2,0,26,9,1.190668,NA,2009,1
M,0.5,2,0,28,10,1.190668,1.738147,2011,0
M,0.75,8,0,25,8,1.25035,1.072549,2011,1
M,0.714285714,7,0,24,8,2.505227,NA,2003,0
M,1,2,0,30,10,2.505227,NA,2009,1
M,0.5,2,0,31,11,2.505227,2.131397,2010,1
M,0.333333333,3,0,18,4,2.879837,NA,2000,0
M,0.666666667,3,0,24,7,2.879837,NA,2006,0
M,1,1,0,29,8,2.879837,NA,2011,1
F,0.909090909,11,0,31,11,0.6418972,3.377633,2011,1
M,0.7,10,0,29,10,NA,0.7981536,2010,1
M,0.333333333,6,0,18,6,2.271273,NA,2010,1
M,0.875,8,1,27,9,0.1097958,NA,2006,1
M,0,1,1,29,10,0.1097958,0.5198069,2008,0
M,1,1,1,31,11,0.1097958,NA,2010,1
M,1,1,0,32,11,0.1097958,1.109796,2011,1
M,0.857142857,7,0,22,7,1.519807,3.648117,2011,1
M,0.5,2,0,15,3,0.4487732,NA,2009,0
M,0.857142857,7,0,25,8,0.5875862,NA,2006,1
M,0.666666667,3,0,30,10,0.5875862,1.116921,2011,0
M,1,3,0,17,4,1,NA,2004,1
M,1,4,0,23,7,1,0.01440164,2010,1
M,1,4,0,23,4,NA,NA,1995,1
F,1,2,0,16,2,NA,NA,1986,1
F,1,2,1,21,3,NA,NA,1991,1
F,1,1,0,25,4,NA,NA,1995,1
F,0,2,0,26,5,NA,NA,1996,0
F,NA,1,0,14,2,NA,NA,1984,NA
F,0.5,3,0,22,5,NA,NA,1992,0
F,1,5,0,30,9,NA,1.972619,2000,1
F,1,5,1,30,6,NA,NA,2000,1
F,1,6,0,40,11,NA,NA,2010,1
F,1,1,0,17,2,NA,NA,1987,1
F,NA,1,1,17,2,NA,NA,1987,NA
F,1,2,0,20,3,NA,NA,1990,1
F,0.75,12,0,31,12,NA,1.448773,2001,1
F,0.6,5,0,20,5,NA,NA,1990,1
F,0.875,8,0,26,8,NA,NA,1996,1
M,0.666666667,3,0,19,3,NA,NA,1989,1
F,0.666666667,3,0,17,3,NA,NA,1994,1
F,1,2,0,17,2,NA,NA,1988,1
F,0.666666667,3,0,14,3,NA,NA,1985,1
M,0.875,8,0,30,9,NA,NA,2001,1
M,1,4,0,36,12,NA,NA,2007,1
F,1,2,0,14,2,NA,NA,1985,1
M,0.833333333,7,0,26,8,NA,NA,1997,1
M,0.5,2,0,28,9,NA,NA,1999,0
M,1,2,0,17,2,NA,NA,1988,1
F,0,2,0,9,2,NA,3.684725,1986,0
F,1,2,1,17,3,NA,NA,1994,1
F,1,1,1,19,4,NA,NA,1996,1
F,1,5,0,18,5,NA,1.237665,1995,1
F,0.6,5,0,22,5,NA,NA,1999,1
F,1,1,0,13,2,NA,NA,1990,1
F,0.833333333,6,0,28,8,NA,NA,2005,1
F,0.75,4,0,16,4,NA,NA,1993,0
M,0.571428571,7,0,24,8,0.3623088,NA,2001,1
M,0,1,0,26,9,0.3623088,NA,2003,0
M,1,2,0,32,11,0.3623088,NA,2009,1
M,1,1,0,34,11,0.3623088,0.6847249,2011,1
F,1,4,0,17,4,NA,NA,1994,1
M,1,1,0,18,2,0.8806126,NA,1995,1
M,0,1,0,21,3,0.8806126,NA,1998,0
M,0.75,4,1,29,7,0.8806126,1.116921,2006,0
M,0.5,2,0,34,8,0.8806126,1.447584,2011,0
M,1,1,0,12,2,NA,NA,1989,1
M,0.5,2,0,14,3,NA,NA,1991,1
F,1,2,0,11,2,NA,NA,1988,1
F,0.571428571,7,0,27,7,NA,NA,2004,0
F,1,5,1,23,6,NA,NA,2000,1
F,0.875,8,0,23,8,NA,1.519807,2000,1
F,1,1,0,15,2,NA,NA,1992,1
F,1,3,0,19,4,NA,NA,1996,1
F,0.833333333,6,0,19,6,NA,NA,1996,1
M,0,1,1,11,2,0.1097958,NA,1988,0
M,0.5,2,1,16,4,0.1097958,1.572549,1993,1
M,0.5,2,0,20,6,0.1097958,NA,1997,0
M,1,5,1,33,11,0.1097958,3.247322,2010,1
M,0,4,0,26,4,NA,0.2981536,2003,0
F,1,2,0,11,2,NA,NA,1988,1
F,0.666666667,3,0,12,3,NA,NA,1989,1
M,1,2,0,12,2,NA,NA,1989,1
F,1,1,0,13,2,0.4502542,NA,1990,1
F,0.692307692,13,0,33,14,0.4502542,1.256826,2010,1
M,1,2,0,21,2,NA,NA,1998,1
M,0.642857143,14,0,34,14,1.572549,0.9353644,2011,1
F,0.5,2,0,11,2,NA,NA,1988,1
F,0.857142857,7,0,28,8,NA,NA,2005,0
F,1,1,0,33,8,NA,NA,2010,1
F,1,1,1,12,2,NA,1.073853,1989,1
F,1,4,0,18,5,NA,NA,1995,1
F,1,5,0,22,5,NA,NA,1999,1
F,0.571428571,7,0,20,7,NA,0.3623088,1997,1
F,1,2,0,16,2,NA,NA,1988,1
F,0.5,2,0,17,2,NA,0.3926112,1989,0
F,0.75,4,0,20,4,NA,NA,1992,1
M,0.75,4,1,22,5,NA,NA,1994,0
M,0.333333333,3,0,31,8,NA,NA,2003,1
M,0.5,2,0,34,9,NA,NA,2006,1
M,1,4,0,24,5,NA,NA,1996,1
F,0.666666667,3,0,14,3,NA,NA,1986,0
M,0.625,8,0,32,8,NA,NA,2004,0
M,1,5,0,28,5,NA,NA,2000,1
M,1,1,0,20,2,NA,NA,1992,1
M,1,1,0,29,2,NA,0.5577315,2001,1
F,1,2,0,13,2,NA,NA,1985,1
NA,1,2,0,12,2,NA,0.5198069,1984,1
F,0.333333333,3,0,16,3,NA,3.519807,1989,0
F,0.75,4,0,37,4,NA,NA,2010,0
F,0.666666667,4,0,16,5,NA,NA,1989,1
F,0.666666667,6,0,30,11,NA,NA,2003,1
F,1,1,0,32,11,NA,0.5931481,2005,1
M,1,4,0,17,4,NA,NA,1991,1
M,0.5,3,0,14,3,NA,NA,1988,0
F,0,1,0,12,2,NA,NA,1986,0
F,1,6,0,22,7,NA,NA,1996,1
M,0.5,2,0,18,3,0.3926112,NA,1992,0
M,1,1,1,23,4,0.3926112,NA,1997,1
M,1,1,0,27,5,0.3926112,NA,2001,1
M,1,2,0,31,7,0.3926112,NA,2005,1
M,0.5,4,0,37,10,0.3926112,2.059278,2011,1
F,0.75,4,0,21,4,NA,NA,1995,1
F,0.9,10,0,31,11,3.116921,NA,2005,1
F,0,1,0,33,12,3.116921,NA,2007,0
F,1,3,0,37,14,3.116921,2.783587,2011,1
F,1,2,0,14,2,NA,NA,1988,1
M,1,3,0,15,3,NA,NA,1989,1
M,1,7,0,37,7,NA,NA,2011,1
F,0.833333333,6,0,26,6,NA,NA,2000,1
M,1,3,0,23,3,NA,1.085618,1997,1
F,1,2,0,11,2,NA,NA,1985,1
F,0.5,6,0,24,7,NA,NA,1998,0
M,0.666666667,3,0,22,3,NA,NA,1996,1
M,0,1,1,13,2,NA,0.7173256,1988,0
M,1,1,0,19,3,NA,NA,1994,1
M,0.777777778,9,0,34,11,NA,NA,2009,1
M,1,1,0,18,2,NA,NA,1993,1
M,1,2,0,20,3,NA,NA,1995,1
M,1,2,1,17,3,NA,NA,1992,1
F,0.714285714,7,0,22,7,NA,NA,1997,1
F,0.8,10,0,35,11,0.8623088,NA,2010,1
M,0.833333333,6,0,19,6,NA,NA,1994,1
F,0.333333333,3,0,12,3,NA,NA,1987,1
M,0.8,5,0,20,6,0.9487732,NA,1995,1
M,1,2,0,29,8,0.9487732,NA,2004,1
M,0.75,4,0,35,11,0.9487732,1.948773,2010,1
F,0.8,5,0,17,5,NA,0.9487732,1992,1
F,0.5,2,0,15,3,NA,NA,1990,1
F,0.333333333,3,0,18,5,NA,0.5147677,1993,1
F,1,3,0,17,4,NA,NA,1992,1
F,0.75,4,0,22,7,NA,-0.05122678,1997,1
M,0.5,4,0,16,4,NA,NA,1994,0
M,1,3,0,23,3,NA,NA,2001,1
F,0.6,5,0,21,5,NA,1.339131,1999,1
M,1,2,0,18,3,0.5198069,NA,1996,1
M,1,2,0,24,5,0.5198069,NA,2002,1
M,0.5,4,1,30,9,0.5198069,1.443985,2008,0
F,0.8,5,0,21,5,NA,NA,1999,1
M,0.666666667,3,0,18,3,NA,-0.05122678,1996,0
F,0.875,8,0,21,8,NA,2.738147,1999,1
F,0,2,0,11,2,NA,3.072549,1989,0
M,0.333333333,3,0,16,4,NA,NA,1994,0
M,0.5,2,0,17,5,NA,NA,1995,1
F,1,2,0,27,2,NA,NA,2005,1
F,0.75,4,0,15,4,NA,NA,1993,1
F,1,5,0,22,6,NA,NA,2000,1
F,1,3,0,13,3,NA,NA,1991,1
F,1,2,0,19,2,NA,NA,1997,1
M,0.75,4,0,22,5,NA,NA,2000,0
F,1,3,0,14,3,NA,NA,1992,1
F,0.666666667,3,0,14,3,NA,NA,1992,1
M,0.875,8,0,25,8,NA,NA,2004,0
F,0.666666667,3,0,15,3,NA,NA,1994,1
F,0.75,4,0,14,4,NA,NA,1993,1
F,0.833333333,6,0,19,6,NA,NA,1998,1
M,0.5,2,0,17,3,NA,NA,1996,0
M,1,2,0,19,4,NA,NA,1998,1
M,1,4,0,19,5,NA,NA,1998,1
M,0.666666667,6,0,28,10,NA,1.681068,2007,0
F,0.333333333,3,0,12,3,NA,NA,1991,0
M,0.857142857,7,1,29,8,NA,NA,2008,1
M,1,1,0,32,8,NA,0.1097958,2011,1
F,0.5,2,0,15,3,NA,NA,1994,1
F,1,1,1,17,4,NA,NA,1996,1
M,0.833333333,6,0,22,7,NA,NA,2001,1
M,1,2,0,24,8,NA,0.4379688,2003,1
F,0.5,2,0,17,3,NA,NA,1996,1
F,1,2,0,19,4,NA,NA,1998,1
F,1,2,0,12,2,NA,NA,1991,1
F,1,7,0,21,7,NA,NA,2000,1
M,0.8,5,0,23,6,NA,NA,2002,1
M,1,1,0,15,2,NA,NA,1994,1
M,1,3,0,22,5,NA,NA,2001,1
M,1,2,0,17,2,NA,NA,1996,1
M,0,1,1,9,2,NA,NA,1988,0
M,1,1,1,11,3,NA,NA,1990,1
M,0.75,4,0,19,6,NA,1.879837,1998,1
F,0.833333333,6,0,23,6,NA,NA,2002,1
F,1,2,0,11,2,NA,NA,1990,1
F,0.666666667,3,0,14,3,NA,NA,1994,1
F,1,1,0,13,2,NA,NA,1993,1
F,1,2,0,15,3,NA,3.362309,1995,1
M,1,4,1,20,5,NA,2.948773,2000,1
M,1,1,0,23,6,NA,NA,2003,1
